step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,california-native-culture,0.46546079015506253,0.5191220957846471,0.9000000000000001,,How did we get here?,"There are many ways to start this story, but it’s best to begin with the original inhabitants of the Central Coast of California, specifically in Santa Barbara County—the Chumash peoples.",,Learn more,campus-history-1zz5-learn-more.md,,,,,
2,california-native-culture,0.5051173377441616,0.6742160034241692,1.5552,,The Chumash Peoples,"There are three main governing tribes to focus on within the Santa Barbara/Goleta area: the Coastal Band of the Chumash Nation, the Barbareño Band of Chumash Indians, and the Santa Ynez Band of Chumash Indians. The Coastal Band and the Barbareño Band are the tribes originally located in what is now Santa Barbara and Goleta.",,,,,,,,
3,california-native-culture,0.48913905323497847,0.7923201500233857,3.0009139200000003,,What was it like before the arrival of the Spanish?,"For millennia, the Central Coast of California has been inhabited by the Chumash peoples. At one point, the total Chumash territory spanned about 7,000 square miles. ",,,,,,,,
4,download-9,0.506151627079939,0.6692753057077113,3.224862719999999,,Arrival of the Spanish,"As is the case with all of the United States’ and Canada’s history, European explorers and settlers invaded the first peoples’ land. In 1769, the Spanish land expedition known as the Portolá Expedition reached the area, and proceeded to spread deadly infectious diseases and establish missions. Both actions were devastating factors in the genocide of tens of thousands of Indigenous peoples in California, especially the Chumash peoples. ",,,,,,,,
5,download-9,0.4856425612981711,0.5193719716448159,1.1633298137318613,,How did Chumash land become a part of the United States?,"Over the next century, Indigenous territories in what is now the Southwestern US were ruthlessly invaded, eventually being acquired by the United States in 1848 through the Treaty of Guadelupe Hidalgo. It is critical to note that the land UCSB currently occupies has never been ceded by the Barbareño or Coastal Bands. The land discussed here, the Goleta Mesa, is land illegally appropriated by the United States government.",,,,,,,,
6,view-of-base,0.49685371432784564,0.4942725737780433,1.08,,When did UCSB come in?,"During the Second World War, the Goleta Mesa area became a US Marine Air Base. In 1948, after the end of the war, the Goleta Mesa campus site (which is now UCSB’s Main Campus) was sold to the University of California by the War Assets Board for $10. Thus began the occupation of the territory by the University of California, Santa Barbara.   ",,,,,,,,
